region,postcode_sector,year,avg_price,volume,delta
East England,PE1 1,2006,132000,18,20
East England,PE1 2,2006,139000,204,10
East England,PE1 3,2006,135000,340,4
East England,PE1 4,2006,144000,329,9
East England,PE1 5,2006,130000,230,17
East England,PE10 0,2006,190000,429,6
East England,PE10 9,2006,165000,341,6
East England,PE11 1,2006,145000,261,-5
East England,PE11 2,2006,143000,339,7
East England,PE11 3,2006,158000,384,1
East England,PE11 4,2006,167000,184,1
East England,PE12 0,2006,179000,146,5
East England,PE12 6,2006,177000,236,11
East England,PE12 7,2006,136000,232,2
East England,PE12 8,2006,163000,101,3
East England,PE12 9,2006,140000,327,-3
East England,PE13 1,2006,137000,104,8
East England,PE13 2,2006,128000,291,2
East England,PE13 3,2006,119000,264,3
East England,PE13 4,2006,171000,156,7
East England,PE13 5,2006,165000,181,1
East England,PE14 0,2006,151000,130,-1
East England,PE14 7,2006,166000,130,-1
East England,PE14 8,2006,165000,134,1
East England,PE14 9,2006,178000,114,5
East England,PE15 0,2006,175000,260,9
East England,PE15 8,2006,137000,442,5
East England,PE15 9,2006,154000,254,8
East England,PE16 6,2006,138000,333,-7
East England,PE17 1,2006,250000,1,285
East England,PE18 6,2006,380000,1,181
East England,PE19 1,2006,178000,171,3
East England,PE19 2,2006,171000,325,0
East England,PE19 5,2006,244000,141,7
East England,PE19 6,2006,234000,166,4
East England,PE19 7,2006,195000,161,3
East England,PE19 8,2006,169000,211,1
East England,PE2 5,2006,126000,444,17
East England,PE2 6,2006,214000,140,-3
East England,PE2 7,2006,209000,79,13
East England,PE2 8,2006,135000,381,2
East England,PE2 9,2006,161000,451,10
East England,PE20 1,2006,144000,189,1
East England,PE20 2,2006,164000,68,2
East England,PE20 3,2006,155000,104,8
East England,PE21 0,2006,118000,238,-2
East England,PE21 6,2006,109000,86,9
East England,PE21 7,2006,146000,227,10
East England,PE21 8,2006,100000,341,4
East England,PE21 9,2006,136000,253,0
East England,PE22 0,2006,161000,122,0
East England,PE22 7,2006,158000,52,-4
East England,PE22 8,2006,162000,75,3
East England,PE22 9,2006,188000,65,11
East England,PE23 4,2006,214000,50,-5
East England,PE23 5,2006,154000,195,-2
East England,PE24 4,2006,145000,66,5
East England,PE24 5,2006,133000,207,6
East England,PE25 1,2006,140000,170,2
East England,PE25 2,2006,129000,177,7
East England,PE25 3,2006,155000,144,6
East England,PE26 1,2006,154000,182,0
East England,PE26 2,2006,187000,143,7
East England,PE27 3,2006,159000,245,0
East England,PE27 4,2006,274000,64,19
East England,PE27 5,2006,196000,158,7
East England,PE27 6,2006,190000,104,3
East England,PE28 0,2006,314000,147,22
East England,PE28 2,2006,203000,248,8
East England,PE28 3,2006,209000,250,6
East England,PE28 4,2006,204000,182,-1
East England,PE28 5,2006,197000,175,3
East England,PE28 9,2006,267000,162,5
East England,PE29 1,2006,177000,282,12
East England,PE29 2,2006,197000,159,20
East England,PE29 3,2006,163000,122,13
East England,PE29 6,2006,200000,200,3
East England,PE29 7,2006,118000,82,-2
East England,PE3 6,2006,220000,125,24
East England,PE3 7,2006,99000,125,11
East England,PE3 8,2006,110000,161,10
East England,PE3 9,2006,156000,252,5
East England,PE30 1,2006,147000,67,-13
East England,PE30 2,2006,99000,148,3
East England,PE30 3,2006,169000,337,1
East England,PE30 4,2006,121000,295,3
East England,PE30 5,2006,117000,184,19
East England,PE31 6,2006,194000,194,1
East England,PE31 7,2006,175000,244,5
East England,PE31 8,2006,297000,156,6
East England,PE32 1,2006,188000,149,2
East England,PE32 2,2006,223000,131,10
East England,PE33 0,2006,176000,162,-1
East England,PE33 9,2006,197000,103,-3
East England,PE34 3,2006,165000,127,3
East England,PE34 4,2006,162000,142,-1
East England,PE36 5,2006,181000,157,5
East England,PE36 6,2006,252000,128,-6
East England,PE37 7,2006,154000,179,8
East England,PE37 8,2006,187000,82,6
East England,PE38 0,2006,175000,104,-3
East England,PE38 9,2006,165000,449,4
East England,PE4 5,2006,140000,186,12
East England,PE4 6,2006,146000,272,7
East England,PE4 7,2006,127000,283,12
East England,PE5 7,2006,258000,24,-31
East England,PE6 0,2006,170000,189,8
East England,PE6 7,2006,208000,218,17
East England,PE6 8,2006,175000,364,9
East England,PE6 9,2006,230000,157,0
East England,PE7 0,2006,172000,2,21
East England,PE7 1,2006,148000,319,-1
East England,PE7 2,2006,179000,80,13
East England,PE7 3,2006,174000,466,7
East England,PE7 8,2006,170000,627,-1
East England,PE8 4,2006,230000,149,2
East England,PE8 5,2006,332000,70,-7
East England,PE8 6,2006,252000,159,8
East England,PE9 1,2006,159000,256,5
East England,PE9 2,2006,212000,278,1
East England,PE9 3,2006,301000,142,-3
East England,PE9 4,2006,228000,144,-7
East Midlands,DE1 1,2006,123000,128,5
East Midlands,DE1 2,2006,135000,41,12
East Midlands,DE1 3,2006,145000,164,-1
East Midlands,DE11 0,2006,131000,322,2
East Midlands,DE11 7,2006,144000,279,-3
East Midlands,DE11 8,2006,151000,231,5
East Midlands,DE11 9,2006,131000,344,7
East Midlands,DE12 6,2006,161000,167,5
East Midlands,DE12 7,2006,176000,194,6
East Midlands,DE12 8,2006,260000,53,11
East Midlands,DE13 0,2006,147000,391,3
East Midlands,DE13 7,2006,290000,78,15
East Midlands,DE13 8,2006,267000,156,17
East Midlands,DE13 9,2006,206000,221,4
East Midlands,DE14 1,2006,126000,120,14
East Midlands,DE14 2,2006,105000,373,4
East Midlands,DE14 3,2006,118000,485,1
East Midlands,DE15 0,2006,187000,172,12
East Midlands,DE15 9,2006,150000,305,14
East Midlands,DE21 2,2006,152000,347,10
East Midlands,DE21 4,2006,123000,278,4
East Midlands,DE21 5,2006,263000,56,32
East Midlands,DE21 6,2006,114000,318,4
East Midlands,DE21 7,2006,141000,300,4
East Midlands,DE22 1,2006,229000,209,12
East Midlands,DE22 2,2006,214000,298,3
East Midlands,DE22 3,2006,125000,487,15
East Midlands,DE22 4,2006,125000,101,11
East Midlands,DE22 5,2006,375000,11,7
East Midlands,DE23 1,2006,148000,182,1
East Midlands,DE23 2,2006,147000,40,11
East Midlands,DE23 3,2006,192000,217,3
East Midlands,DE23 4,2006,211000,56,-16
East Midlands,DE23 6,2006,148000,428,9
East Midlands,DE23 7,2006,87000,1,-52
East Midlands,DE23 8,2006,91000,350,8
East Midlands,DE24 0,2006,118000,313,7
East Midlands,DE24 3,2006,128000,149,12
East Midlands,DE24 5,2006,166000,37,6
East Midlands,DE24 8,2006,96000,336,-1
East Midlands,DE24 9,2006,110000,212,9
East Midlands,DE3 0,2006,178000,245,3
East Midlands,DE3 9,2006,204000,178,11
East Midlands,DE4 2,2006,218000,134,2
East Midlands,DE4 3,2006,190000,293,6
East Midlands,DE4 4,2006,209000,134,-3
East Midlands,DE4 5,2006,227000,99,8
East Midlands,DE45 1,2006,311000,175,1
East Midlands,DE5 3,2006,138000,288,10
East Midlands,DE5 8,2006,149000,113,6
East Midlands,DE5 9,2006,120000,108,6
East Midlands,DE55 1,2006,137000,162,11
East Midlands,DE55 2,2006,120000,165,7
East Midlands,DE55 3,2006,140000,106,9
East Midlands,DE55 4,2006,109000,170,5
East Midlands,DE55 5,2006,126000,154,16
East Midlands,DE55 6,2006,157000,105,1
East Midlands,DE55 7,2006,121000,188,4
East Midlands,DE56 0,2006,164000,311,15
East Midlands,DE56 1,2006,148000,433,8
East Midlands,DE56 2,2006,225000,188,22
East Midlands,DE56 4,2006,286000,99,-2
East Midlands,DE6 1,2006,221000,268,3
East Midlands,DE6 2,2006,275000,73,-14
East Midlands,DE6 3,2006,279000,67,6
East Midlands,DE6 4,2006,326000,13,-10
East Midlands,DE6 5,2006,226000,57,-13
East Midlands,DE65 5,2006,165000,451,-4
East Midlands,DE65 6,2006,226000,223,14
East Midlands,DE7 4,2006,122000,239,7
East Midlands,DE7 5,2006,120000,328,1
East Midlands,DE7 6,2006,172000,200,2
East Midlands,DE7 8,2006,99000,310,5
East Midlands,DE7 9,2006,137000,113,3
East Midlands,DE72 2,2006,231000,86,12
East Midlands,DE72 3,2006,169000,411,-8
East Midlands,DE73 1,2006,364000,5,-3
East Midlands,DE73 5,2006,212000,247,9
East Midlands,DE73 6,2006,171000,131,15
East Midlands,DE73 7,2006,327000,40,28
East Midlands,DE73 8,2006,205000,164,-4
East Midlands,DE74 2,2006,174000,330,1
East Midlands,DE75 7,2006,134000,472,15
East Midlands,DN1 1,2006,145000,16,-4
East Midlands,DN1 2,2006,108000,158,19
East Midlands,DN1 3,2006,79000,10,-13
East Midlands,DN10 4,2006,191000,111,2
East Midlands,DN10 5,2006,248000,31,22
East Midlands,DN10 6,2006,206000,127,19
East Midlands,DN11 0,2006,114000,239,-3
East Midlands,DN11 8,2006,122000,234,11
East Midlands,DN11 9,2006,189000,133,-2
East Midlands,DN12 1,2006,96000,190,8
East Midlands,DN12 2,2006,117000,101,4
East Midlands,DN12 3,2006,113000,142,7
East Midlands,DN12 4,2006,109000,25,15
East Midlands,DN14 0,2006,188000,166,6
East Midlands,DN14 5,2006,96000,235,-7
East Midlands,DN14 6,2006,112000,391,8
East Midlands,DN14 7,2006,192000,177,1
East Midlands,DN14 8,2006,142000,160,0
East Midlands,DN14 9,2006,181000,152,3
East Midlands,DN15 0,2006,214000,16,31
East Midlands,DN15 6,2006,81000,105,21
East Midlands,DN15 7,2006,101000,178,16
East Midlands,DN15 8,2006,111000,264,8
East Midlands,DN15 9,2006,144000,184,7
East Midlands,DN16 1,2006,87000,114,10
East Midlands,DN16 2,2006,97000,179,7
East Midlands,DN16 3,2006,129000,475,5
East Midlands,DN17 1,2006,108000,253,1
East Midlands,DN17 2,2006,115000,204,6
East Midlands,DN17 3,2006,142000,160,8
East Midlands,DN17 4,2006,154000,130,12
East Midlands,DN18 5,2006,123000,263,3
East Midlands,DN18 6,2006,131000,47,3
East Midlands,DN19 7,2006,146000,157,0
East Midlands,DN2 4,2006,111000,145,10
East Midlands,DN2 5,2006,136000,158,0
East Midlands,DN2 6,2006,113000,97,3
East Midlands,DN20 0,2006,150000,123,-1
East Midlands,DN20 8,2006,142000,102,4
East Midlands,DN20 9,2006,154000,152,1
East Midlands,DN21 1,2006,101000,405,10
East Midlands,DN21 2,2006,95000,242,6
East Midlands,DN21 3,2006,167000,217,11
East Midlands,DN21 4,2006,158000,133,-2
East Midlands,DN21 5,2006,178000,97,7
East Midlands,DN22 0,2006,221000,82,20
East Midlands,DN22 6,2006,137000,217,9
East Midlands,DN22 7,2006,147000,354,7
East Midlands,DN22 8,2006,190000,90,9
East Midlands,DN22 9,2006,179000,47,-12
East Midlands,DN3 1,2006,150000,171,-2
East Midlands,DN3 2,2006,144000,370,1
East Midlands,DN3 3,2006,140000,195,1
East Midlands,DN31 1,2006,102000,73,46
East Midlands,DN31 2,2006,68000,268,13
East Midlands,DN31 3,2006,99000,9,34
East Midlands,DN32 0,2006,111000,216,4
East Midlands,DN32 7,2006,53000,166,6
East Midlands,DN32 8,2006,97000,233,15
East Midlands,DN32 9,2006,75000,302,14
East Midlands,DN33 1,2006,62000,99,17
East Midlands,DN33 2,2006,149000,118,11
East Midlands,DN33 3,2006,127000,217,2
East Midlands,DN34 4,2006,102000,227,6
East Midlands,DN34 5,2006,101000,254,11
East Midlands,DN35 0,2006,170000,218,4
East Midlands,DN35 7,2006,83000,402,5
East Midlands,DN35 8,2006,108000,276,14
East Midlands,DN35 9,2006,121000,124,6
East Midlands,DN36 4,2006,167000,235,4
East Midlands,DN36 5,2006,169000,192,1
East Midlands,DN37 0,2006,199000,191,20
