region,postcode_sector,year,avg_price,volume,delta
East England,PE1 1,2021,111000,15,-23
East England,PE1 2,2021,163000,121,1
East England,PE1 3,2021,197000,177,11
East England,PE1 4,2021,246000,205,23
East England,PE1 5,2021,169000,126,13
East England,PE10 0,2021,263000,368,5
East England,PE10 9,2021,261000,279,8
East England,PE11 1,2021,208000,308,9
East England,PE11 2,2021,204000,246,6
East England,PE11 3,2021,227000,373,10
East England,PE11 4,2021,258000,250,7
East England,PE12 0,2021,313000,169,26
East England,PE12 6,2021,267000,247,12
East England,PE12 7,2021,211000,295,13
East England,PE12 8,2021,266000,109,20
East England,PE12 9,2021,218000,264,14
East England,PE13 1,2021,222000,67,5
East England,PE13 2,2021,202000,188,12
East England,PE13 3,2021,178000,221,8
East England,PE13 4,2021,287000,172,17
East England,PE13 5,2021,271000,151,5
East England,PE14 0,2021,263000,127,0
East England,PE14 7,2021,307000,136,14
East England,PE14 8,2021,276000,146,10
East England,PE14 9,2021,282000,90,7
East England,PE15 0,2021,284000,308,7
East England,PE15 8,2021,211000,278,5
East England,PE15 9,2021,239000,267,1
East England,PE16 6,2021,229000,315,16
East England,PE17 4,2021,150000,1,-4
East England,PE19 0,2021,378000,72,-23
East England,PE19 1,2021,295000,158,9
East England,PE19 2,2021,265000,263,4
East England,PE19 5,2021,396000,198,-3
East England,PE19 6,2021,346000,314,14
East England,PE19 7,2021,372000,139,10
East England,PE19 8,2021,295000,158,5
East England,PE2 5,2021,206000,220,13
East England,PE2 6,2021,281000,77,16
East England,PE2 7,2021,312000,63,1
East England,PE2 8,2021,208000,652,-1
East England,PE2 9,2021,200000,238,-1
East England,PE20 1,2021,230000,204,19
East England,PE20 2,2021,229000,76,13
East England,PE20 3,2021,242000,133,25
East England,PE21 0,2021,174000,176,13
East England,PE21 6,2021,134000,71,23
East England,PE21 7,2021,208000,277,16
East England,PE21 8,2021,133000,195,0
East England,PE21 9,2021,209000,253,19
East England,PE22 0,2021,225000,130,-5
East England,PE22 7,2021,235000,80,-3
East England,PE22 8,2021,224000,83,3
East England,PE22 9,2021,231000,72,7
East England,PE23 4,2021,280000,63,-3
East England,PE23 5,2021,234000,170,21
East England,PE24 4,2021,232000,84,40
