region,postcode_sector,year,avg_price,volume,delta
East England,PE1 1,2009,127000,13,5
East England,PE1 2,2009,104000,65,-16
East England,PE1 3,2009,127000,130,-5
East England,PE1 4,2009,124000,124,-14
East England,PE1 5,2009,111000,69,-2
East England,PE10 0,2009,169000,167,-12
East England,PE10 9,2009,160000,163,-4
East England,PE11 1,2009,134000,176,-1
East England,PE11 2,2009,124000,157,-16
East England,PE11 3,2009,150000,198,-4
East England,PE11 4,2009,152000,72,-10
East England,PE12 0,2009,171000,66,-8
East England,PE12 6,2009,163000,118,-8
East England,PE12 7,2009,119000,102,-12
East England,PE12 8,2009,149000,68,-17
East England,PE12 9,2009,123000,151,-9
East England,PE13 1,2009,152000,32,14
East England,PE13 2,2009,120000,88,-5
East England,PE13 3,2009,114000,86,1
East England,PE13 4,2009,160000,94,-14
East England,PE13 5,2009,168000,73,2
East England,PE14 0,2009,145000,68,-13
East England,PE14 7,2009,189000,63,3
East England,PE14 8,2009,152000,74,-8
East England,PE14 9,2009,170000,72,-7
East England,PE15 0,2009,158000,110,-6
East England,PE15 8,2009,128000,191,-9
East England,PE15 9,2009,144000,128,-9
East England,PE16 6,2009,144000,156,-3
East England,PE19 1,2009,160000,101,-12
East England,PE19 2,2009,151000,141,-13
East England,PE19 5,2009,274000,80,3
East England,PE19 6,2009,206000,169,-8
East England,PE19 7,2009,213000,94,-8
East England,PE19 8,2009,169000,99,1
East England,PE2 5,2009,123000,144,1
East England,PE2 6,2009,174000,56,13
East England,PE2 7,2009,230000,27,28
East England,PE2 8,2009,129000,137,-10
East England,PE2 9,2009,140000,124,-6
East England,PE20 1,2009,131000,79,-23
East England,PE20 2,2009,158000,40,3
East England,PE20 3,2009,148000,54,-7
East England,PE21 0,2009,124000,115,-5
East England,PE21 6,2009,86000,31,-16
East England,PE21 7,2009,135000,134,-4
East England,PE21 8,2009,93000,130,-15
East England,PE21 9,2009,133000,104,-7
East England,PE22 0,2009,146000,66,-13
East England,PE22 7,2009,154000,38,-12
East England,PE22 8,2009,155000,47,-8
East England,PE22 9,2009,153000,39,-17
East England,PE23 4,2009,152000,17,-37
East England,PE23 5,2009,140000,62,-10
East England,PE24 4,2009,141000,28,-5
East England,PE24 5,2009,128000,127,2
East England,PE25 1,2009,128000,113,3
East England,PE25 2,2009,111000,104,-3
East England,PE25 3,2009,153000,76,-3
East England,PE26 1,2009,162000,75,-4
East England,PE26 2,2009,173000,57,-6
East England,PE27 3,2009,169000,120,1
East England,PE27 4,2009,221000,36,-11
East England,PE27 5,2009,185000,103,-10
East England,PE27 6,2009,175000,53,-10
East England,PE28 0,2009,267000,62,-21
East England,PE28 2,2009,226000,116,-10
East England,PE28 3,2009,214000,118,0
East England,PE28 4,2009,213000,109,-21
East England,PE28 5,2009,219000,79,4
East England,PE28 9,2009,284000,106,-2
East England,PE29 1,2009,168000,141,-2
East England,PE29 2,2009,200000,144,-6
East England,PE29 3,2009,136000,38,-23
East England,PE29 6,2009,172000,129,-16
East England,PE29 7,2009,115000,42,-16
East England,PE3 6,2009,183000,60,-29
East England,PE3 7,2009,91000,25,-15
East England,PE3 8,2009,120000,51,3
