region,postcode_sector,year,avg_price,volume,delta
East England,PE1 1,2007,133000,18,1
East England,PE1 2,2007,143000,184,3
East England,PE1 3,2007,141000,279,4
East England,PE1 4,2007,148000,294,3
East England,PE1 5,2007,134000,210,3
East England,PE10 0,2007,198000,354,4
East England,PE10 9,2007,184000,260,12
East England,PE11 1,2007,157000,442,8
East England,PE11 2,2007,144000,386,1
East England,PE11 3,2007,171000,321,8
East England,PE11 4,2007,188000,191,13
East England,PE12 0,2007,190000,137,6
East England,PE12 6,2007,175000,182,-1
East England,PE12 7,2007,150000,219,10
East England,PE12 8,2007,167000,112,2
East England,PE12 9,2007,157000,330,12
East England,PE13 1,2007,151000,93,10
East England,PE13 2,2007,136000,268,6
East England,PE13 3,2007,123000,315,3
East England,PE13 4,2007,185000,185,8
East England,PE13 5,2007,174000,184,5
East England,PE14 0,2007,170000,125,13
East England,PE14 7,2007,191000,125,15
East England,PE14 8,2007,170000,145,3
East England,PE14 9,2007,175000,111,-2
East England,PE15 0,2007,180000,228,3
East England,PE15 8,2007,139000,401,1
East England,PE15 9,2007,161000,249,5
East England,PE16 6,2007,154000,385,12
East England,PE17 5,2007,185000,1,16
East England,PE19 1,2007,179000,167,1
East England,PE19 2,2007,182000,287,6
East England,PE19 5,2007,264000,124,8
East England,PE19 6,2007,291000,148,24
East England,PE19 7,2007,259000,122,33
East England,PE19 8,2007,178000,215,5
East England,PE2 5,2007,133000,382,6
East England,PE2 6,2007,206000,79,-4
East England,PE2 7,2007,233000,71,11
East England,PE2 8,2007,144000,336,7
East England,PE2 9,2007,169000,376,5
East England,PE20 1,2007,159000,170,10
East England,PE20 2,2007,169000,60,3
East England,PE20 3,2007,169000,117,9
East England,PE21 0,2007,128000,275,8
East England,PE21 6,2007,122000,119,12
East England,PE21 7,2007,149000,263,2
East England,PE21 8,2007,118000,326,18
East England,PE21 9,2007,147000,235,8
East England,PE22 0,2007,169000,115,5
East England,PE22 7,2007,166000,66,5
East England,PE22 8,2007,181000,65,12
East England,PE22 9,2007,167000,89,-11
East England,PE23 4,2007,226000,61,6
East England,PE23 5,2007,163000,167,6
East England,PE24 4,2007,163000,78,12
East England,PE24 5,2007,136000,233,2
East England,PE25 1,2007,141000,188,1
East England,PE25 2,2007,146000,176,13
East England,PE25 3,2007,168000,136,8
East England,PE26 1,2007,169000,137,10
East England,PE26 2,2007,208000,134,11
East England,PE27 3,2007,172000,219,8
East England,PE27 4,2007,269000,54,-2
East England,PE27 5,2007,209000,135,7
East England,PE27 6,2007,208000,83,9
East England,PE28 0,2007,266000,117,-15
East England,PE28 2,2007,220000,232,8
East England,PE28 3,2007,215000,261,3
East England,PE28 4,2007,235000,208,15
East England,PE28 5,2007,214000,164,9
East England,PE28 9,2007,266000,147,0
East England,PE29 1,2007,170000,245,-4
East England,PE29 2,2007,210000,135,7
East England,PE29 3,2007,148000,108,-9
East England,PE29 6,2007,216000,164,8
East England,PE29 7,2007,131000,72,11
East England,PE3 6,2007,209000,125,-5
East England,PE3 7,2007,109000,117,10
East England,PE3 8,2007,121000,185,10
East England,PE3 9,2007,168000,198,8
East England,PE30 1,2007,158000,73,7
East England,PE30 2,2007,107000,170,8
East England,PE30 3,2007,178000,342,5
East England,PE30 4,2007,133000,322,10
East England,PE30 5,2007,130000,221,11
East England,PE31 6,2007,211000,183,9
East England,PE31 7,2007,193000,231,10
East England,PE31 8,2007,347000,148,17
East England,PE32 1,2007,218000,162,16
East England,PE32 2,2007,243000,127,9
East England,PE33 0,2007,183000,214,4
East England,PE33 9,2007,205000,122,4
East England,PE34 3,2007,179000,163,8
East England,PE34 4,2007,178000,172,10
East England,PE36 5,2007,202000,129,12
East England,PE36 6,2007,291000,99,15
East England,PE37 7,2007,166000,179,8
East England,PE37 8,2007,197000,84,5
East England,PE38 0,2007,191000,117,9
East England,PE38 9,2007,167000,380,1
East England,PE4 5,2007,156000,137,11
East England,PE4 6,2007,162000,228,11
East England,PE4 7,2007,131000,237,3
East England,PE5 7,2007,294000,32,14
East England,PE6 0,2007,182000,164,7
East England,PE6 7,2007,212000,216,2
East England,PE6 8,2007,180000,290,3
East England,PE6 9,2007,249000,121,8
East England,PE7 0,2007,165000,3,-4
East England,PE7 1,2007,158000,325,7
East England,PE7 2,2007,170000,106,-5
East England,PE7 3,2007,191000,423,10
East England,PE7 8,2007,191000,466,12
East England,PE8 4,2007,230000,111,0
East England,PE8 5,2007,420000,57,27
East England,PE8 6,2007,232000,208,-8
East England,PE9 1,2007,173000,212,9
East England,PE9 2,2007,252000,264,19
East England,PE9 3,2007,337000,138,12
East England,PE9 4,2007,305000,127,34
East Midlands,DE1 1,2007,122000,150,-1
East Midlands,DE1 2,2007,164000,52,21
East Midlands,DE1 3,2007,155000,217,7
East Midlands,DE11 0,2007,133000,332,2
East Midlands,DE11 7,2007,156000,273,8
East Midlands,DE11 8,2007,156000,196,3
East Midlands,DE11 9,2007,144000,369,10
East Midlands,DE12 6,2007,173000,137,7
East Midlands,DE12 7,2007,191000,187,9
East Midlands,DE12 8,2007,237000,51,-9
East Midlands,DE13 0,2007,164000,443,12
East Midlands,DE13 7,2007,253000,62,-13
East Midlands,DE13 8,2007,243000,145,-9
East Midlands,DE13 9,2007,238000,226,16
East Midlands,DE14 1,2007,121000,112,-4
East Midlands,DE14 2,2007,111000,298,6
East Midlands,DE14 3,2007,126000,401,7
East Midlands,DE15 0,2007,183000,150,-2
East Midlands,DE15 9,2007,147000,327,-2
East Midlands,DE21 2,2007,163000,306,7
East Midlands,DE21 4,2007,130000,274,6
East Midlands,DE21 5,2007,260000,73,-1
East Midlands,DE21 6,2007,120000,284,5
East Midlands,DE21 7,2007,154000,297,9
East Midlands,DE22 1,2007,257000,184,12
East Midlands,DE22 2,2007,221000,279,3
East Midlands,DE22 3,2007,117000,458,-6
East Midlands,DE22 4,2007,139000,111,11
East Midlands,DE22 5,2007,401000,13,7
East Midlands,DE23 1,2007,161000,191,9
East Midlands,DE23 2,2007,167000,38,14
East Midlands,DE23 3,2007,216000,121,12
East Midlands,DE23 4,2007,223000,61,6
East Midlands,DE23 6,2007,153000,341,3
East Midlands,DE23 8,2007,105000,310,15
East Midlands,DE24 0,2007,123000,320,4
East Midlands,DE24 1,2007,149000,143,19
East Midlands,DE24 3,2007,129000,161,1
East Midlands,DE24 5,2007,179000,40,8
East Midlands,DE24 8,2007,101000,382,5
East Midlands,DE24 9,2007,117000,230,6
East Midlands,DE3 0,2007,195000,187,10
East Midlands,DE3 9,2007,213000,156,4
East Midlands,DE4 2,2007,225000,175,3
East Midlands,DE4 3,2007,205000,269,8
East Midlands,DE4 4,2007,228000,115,9
East Midlands,DE4 5,2007,285000,101,26
East Midlands,DE45 1,2007,335000,160,8
East Midlands,DE5 3,2007,145000,291,5
East Midlands,DE5 8,2007,156000,84,5
East Midlands,DE5 9,2007,132000,80,10
East Midlands,DE55 1,2007,142000,139,4
East Midlands,DE55 2,2007,121000,179,1
East Midlands,DE55 3,2007,149000,110,6
East Midlands,DE55 4,2007,123000,167,13
East Midlands,DE55 5,2007,128000,175,2
East Midlands,DE55 6,2007,174000,105,11
East Midlands,DE55 7,2007,135000,178,12
East Midlands,DE56 0,2007,177000,335,8
East Midlands,DE56 1,2007,158000,423,7
East Midlands,DE56 2,2007,222000,164,-1
East Midlands,DE56 4,2007,318000,131,11
East Midlands,DE6 1,2007,242000,224,10
East Midlands,DE6 2,2007,303000,69,10
East Midlands,DE6 3,2007,314000,50,13
East Midlands,DE6 4,2007,349000,16,7
East Midlands,DE6 5,2007,261000,44,15
East Midlands,DE65 5,2007,164000,482,-1
East Midlands,DE65 6,2007,242000,173,7
East Midlands,DE7 4,2007,125000,211,2
East Midlands,DE7 5,2007,121000,265,1
East Midlands,DE7 6,2007,189000,211,10
East Midlands,DE7 8,2007,106000,287,7
East Midlands,DE7 9,2007,144000,87,5
East Midlands,DE72 2,2007,239000,84,3
East Midlands,DE72 3,2007,196000,346,16
East Midlands,DE73 1,2007,287000,6,-21
East Midlands,DE73 5,2007,207000,202,-2
East Midlands,DE73 6,2007,176000,112,3
East Midlands,DE73 7,2007,344000,24,5
East Midlands,DE73 8,2007,231000,131,13
East Midlands,DE74 2,2007,203000,259,17
East Midlands,DE75 7,2007,130000,390,-3
East Midlands,DN1 1,2007,114000,11,-21
East Midlands,DN1 2,2007,103000,135,-5
East Midlands,DN1 3,2007,76000,14,-4
East Midlands,DN10 4,2007,183000,113,-4
East Midlands,DN10 5,2007,264000,40,6
East Midlands,DN10 6,2007,212000,143,3
East Midlands,DN11 0,2007,117000,303,3
East Midlands,DN11 8,2007,121000,175,-1
East Midlands,DN11 9,2007,219000,137,16
East Midlands,DN12 1,2007,90000,190,-6
East Midlands,DN12 2,2007,113000,98,-3
East Midlands,DN12 3,2007,115000,129,2
East Midlands,DN12 4,2007,108000,30,-1
East Midlands,DN14 0,2007,191000,173,2
East Midlands,DN14 5,2007,115000,224,20
East Midlands,DN14 6,2007,120000,323,7
East Midlands,DN14 7,2007,218000,161,14
East Midlands,DN14 8,2007,172000,105,21
East Midlands,DN14 9,2007,191000,137,6
East Midlands,DN15 0,2007,217000,19,1
East Midlands,DN15 6,2007,86000,111,6
East Midlands,DN15 7,2007,102000,187,1
East Midlands,DN15 8,2007,117000,302,5
East Midlands,DN15 9,2007,154000,192,7
East Midlands,DN16 1,2007,90000,139,3
East Midlands,DN16 2,2007,102000,126,5
East Midlands,DN16 3,2007,127000,372,-2
East Midlands,DN17 1,2007,117000,209,8
East Midlands,DN17 2,2007,115000,182,0
East Midlands,DN17 3,2007,159000,151,12
East Midlands,DN17 4,2007,159000,164,3
East Midlands,DN18 5,2007,136000,253,11
East Midlands,DN18 6,2007,143000,57,9
East Midlands,DN19 7,2007,159000,149,9
East Midlands,DN2 4,2007,112000,158,1
East Midlands,DN2 5,2007,150000,168,10
East Midlands,DN2 6,2007,106000,96,-6
East Midlands,DN20 0,2007,163000,115,9
East Midlands,DN20 8,2007,148000,156,4
East Midlands,DN20 9,2007,161000,124,5
East Midlands,DN21 1,2007,104000,506,3
East Midlands,DN21 2,2007,102000,239,7
East Midlands,DN21 3,2007,176000,181,5
East Midlands,DN21 4,2007,175000,132,11
East Midlands,DN21 5,2007,184000,140,3
East Midlands,DN22 0,2007,203000,87,-8
East Midlands,DN22 6,2007,136000,165,-1
East Midlands,DN22 7,2007,140000,345,-5
East Midlands,DN22 8,2007,202000,102,6
East Midlands,DN22 9,2007,229000,61,28
East Midlands,DN3 1,2007,142000,170,-5
East Midlands,DN3 2,2007,137000,413,-5
East Midlands,DN3 3,2007,143000,219,2
East Midlands,DN31 1,2007,79000,73,-23
East Midlands,DN31 2,2007,75000,266,10
East Midlands,DN31 3,2007,77000,7,-22
East Midlands,DN32 0,2007,114000,186,3
East Midlands,DN32 7,2007,58000,206,9
East Midlands,DN32 8,2007,102000,219,5
East Midlands,DN32 9,2007,85000,325,13
East Midlands,DN33 1,2007,70000,97,13
East Midlands,DN33 2,2007,162000,112,9
East Midlands,DN33 3,2007,138000,209,9
East Midlands,DN34 4,2007,109000,222,7
East Midlands,DN34 5,2007,108000,246,7
East Midlands,DN35 0,2007,189000,196,11
East Midlands,DN35 7,2007,94000,360,13
East Midlands,DN35 8,2007,128000,286,19
East Midlands,DN35 9,2007,130000,87,7
East Midlands,DN36 4,2007,183000,262,10
East Midlands,DN36 5,2007,173000,192,2
East Midlands,DN37 0,2007,209000,162,5
East Midlands,DN37 7,2007,164000,89,4
East Midlands,DN37 8,2007,231000,5,85
East Midlands,DN37 9,2007,125000,231,2
East Midlands,DN38 6,2007,194000,47,14
East Midlands,DN39 6,2007,168000,89,4
East Midlands,DN4 0,2007,95000,257,6
East Midlands,DN4 5,2007,120000,163,11
East Midlands,DN4 6,2007,165000,269,4
East Midlands,DN4 7,2007,204000,213,17
East Midlands,DN4 8,2007,116000,245,-2
East Midlands,DN4 9,2007,132000,199,15
East Midlands,DN40 1,2007,99000,83,8
East Midlands,DN40 2,2007,110000,102,8
East Midlands,DN40 3,2007,119000,66,-2
East Midlands,DN41 7,2007,162000,73,-14
East Midlands,DN41 8,2007,163000,55,23
East Midlands,DN5 0,2007,94000,186,-5
East Midlands,DN5 7,2007,216000,171,0
East Midlands,DN5 8,2007,138000,208,7
East Midlands,DN5 9,2007,106000,218,6
East Midlands,DN6 0,2007,112000,132,9
East Midlands,DN6 7,2007,109000,180,8
East Midlands,DN6 8,2007,114000,156,6
East Midlands,DN6 9,2007,172000,101,-3
East Midlands,DN7 4,2007,113000,146,0
East Midlands,DN7 5,2007,106000,125,4
East Midlands,DN7 6,2007,160000,136,6
East Midlands,DN8 4,2007,111000,165,2
East Midlands,DN8 5,2007,133000,196,9
East Midlands,DN9 1,2007,195000,140,7
East Midlands,DN9 2,2007,211000,70,-2
East Midlands,DN9 3,2007,169000,181,2
East Midlands,LE1 1,2007,136000,87,0
East Midlands,LE1 2,2007,54000,8,-29
East Midlands,LE1 3,2007,112000,7,-27
East Midlands,LE1 4,2007,135000,52,6
East Midlands,LE1 5,2007,164000,14,23
East Midlands,LE1 6,2007,151000,70,3
East Midlands,LE1 7,2007,245000,10,6
East Midlands,LE10 0,2007,148000,503,2
East Midlands,LE10 1,2007,172000,274,15
East Midlands,LE10 2,2007,202000,261,0
East Midlands,LE10 3,2007,255000,54,-5
East Midlands,LE11 1,2007,137000,303,14
East Midlands,LE11 2,2007,188000,326,4
East Midlands,LE11 3,2007,237000,194,16
East Midlands,LE11 4,2007,148000,198,5
East Midlands,LE11 5,2007,157000,260,6
East Midlands,LE12 5,2007,264000,136,8
East Midlands,LE12 6,2007,248000,209,10
East Midlands,LE12 7,2007,163000,446,4
East Midlands,LE12 8,2007,259000,428,4
East Midlands,LE12 9,2007,158000,420,6
East Midlands,LE13 0,2007,163000,315,7
East Midlands,LE13 1,2007,164000,275,6
East Midlands,LE14 2,2007,320000,102,12
East Midlands,LE14 3,2007,228000,135,6
