region,postcode_sector,year,avg_price,volume
East England,PE1 1,2000,90000,34
East England,PE1 2,2000,52000,191
East England,PE1 3,2000,54000,274
East England,PE1 4,2000,65000,261
East England,PE1 5,2000,49000,195
East England,PE10 0,2000,95000,253
East England,PE10 9,2000,77000,289
East England,PE11 1,2000,70000,233
East England,PE11 2,2000,62000,240
East England,PE11 3,2000,80000,314
East England,PE11 4,2000,80000,195
East England,PE12 0,2000,81000,145
East England,PE12 6,2000,93000,264
East England,PE12 7,2000,69000,264
East England,PE12 8,2000,77000,115
East England,PE12 9,2000,70000,365
East England,PE13 1,2000,55000,94
East England,PE13 2,2000,53000,201
East England,PE13 3,2000,51000,250
East England,PE13 4,2000,77000,109
East England,PE13 5,2000,77000,142
East England,PE14 0,2000,71000,100
East England,PE14 7,2000,78000,162
East England,PE14 8,2000,72000,135
East England,PE14 9,2000,72000,79
East England,PE15 0,2000,79000,207
East England,PE15 8,2000,60000,342
East England,PE15 9,2000,71000,276
East England,PE16 6,2000,64000,287
East England,PE17 5,2000,70000,1
East England,PE19 1,2000,84000,172
East England,PE19 2,2000,69000,220
East England,PE19 5,2000,142000,147
East England,PE19 6,2000,140000,139
East England,PE19 7,2000,93000,165
East England,PE19 8,2000,89000,222
East England,PE2 5,2000,52000,355
East England,PE2 6,2000,97000,123
East England,PE2 7,2000,126000,116
East England,PE2 8,2000,71000,390
East England,PE2 9,2000,49000,255
East England,PE20 1,2000,63000,92
East England,PE20 2,2000,63000,50
East England,PE20 3,2000,74000,139
East England,PE21 0,2000,51000,242
East England,PE21 6,2000,53000,103
East England,PE21 7,2000,61000,192
East England,PE21 8,2000,41000,273
East England,PE21 9,2000,59000,197
East England,PE22 0,2000,74000,148
East England,PE22 7,2000,66000,67
East England,PE22 8,2000,67000,75
East England,PE22 9,2000,73000,70
East England,PE23 4,2000,83000,45
East England,PE23 5,2000,62000,122
East England,PE24 4,2000,59000,93
East England,PE24 5,2000,58000,220
East England,PE25 1,2000,61000,131
East England,PE25 2,2000,55000,173
East England,PE25 3,2000,67000,141
East England,PE26 1,2000,81000,157
East England,PE26 2,2000,91000,129
East England,PE27 3,2000,91000,290
East England,PE27 4,2000,127000,49
East England,PE27 5,2000,106000,148
East England,PE27 6,2000,92000,87
East England,PE28 0,2000,155000,128
East England,PE28 2,2000,121000,205
East England,PE28 3,2000,99000,213
East England,PE28 4,2000,120000,215
East England,PE28 5,2000,96000,199
East England,PE28 9,2000,134000,122
East England,PE29 1,2000,103000,284
East England,PE29 2,2000,92000,153
East England,PE29 3,2000,62000,88
East England,PE29 6,2000,114000,208
East England,PE29 7,2000,62000,109
East England,PE3 6,2000,92000,103
East England,PE3 7,2000,35000,95
East England,PE3 8,2000,44000,161
East England,PE3 9,2000,71000,177
East England,PE30 1,2000,51000,69
East England,PE30 2,2000,40000,149
East England,PE30 3,2000,78000,299
East England,PE30 4,2000,51000,307
East England,PE30 5,2000,47000,182
East England,PE31 6,2000,82000,214
East England,PE31 7,2000,74000,202
East England,PE31 8,2000,129000,136
East England,PE32 1,2000,98000,190
East England,PE32 2,2000,102000,111
East England,PE33 0,2000,82000,191
East England,PE33 9,2000,85000,127
East England,PE34 3,2000,73000,99
East England,PE34 4,2000,74000,186
East England,PE36 5,2000,79000,109
East England,PE36 6,2000,115000,116
East England,PE37 7,2000,69000,164
East England,PE37 8,2000,95000,68
East England,PE38 0,2000,79000,91
East England,PE38 9,2000,78000,287
East England,PE4 5,2000,61000,236
East England,PE4 6,2000,67000,205
East England,PE4 7,2000,57000,257
East England,PE5 7,2000,190000,30
East England,PE6 0,2000,81000,119
East England,PE6 7,2000,106000,164
East England,PE6 8,2000,83000,330
East England,PE6 9,2000,117000,160
East England,PE7 0,2000,72000,1
East England,PE7 1,2000,69000,349
East England,PE7 2,2000,71000,78
East England,PE7 3,2000,86000,453
East England,PE7 8,2000,109000,176
East England,PE8 4,2000,121000,163
East England,PE8 5,2000,183000,56
East England,PE8 6,2000,118000,157
East England,PE9 1,2000,67000,169
East England,PE9 2,2000,102000,271
East England,PE9 3,2000,162000,88
East England,PE9 4,2000,118000,162
East Midlands,DE1 1,2000,50000,85
East Midlands,DE1 2,2000,64000,24
East Midlands,DE1 3,2000,72000,170
East Midlands,DE11 0,2000,58000,346
East Midlands,DE11 7,2000,61000,217
East Midlands,DE11 8,2000,71000,193
East Midlands,DE11 9,2000,54000,299
East Midlands,DE12 6,2000,74000,175
East Midlands,DE12 7,2000,89000,297
East Midlands,DE12 8,2000,119000,60
East Midlands,DE13 0,2000,70000,484
East Midlands,DE13 7,2000,162000,97
East Midlands,DE13 8,2000,121000,155
East Midlands,DE13 9,2000,95000,212
East Midlands,DE14 1,2000,38000,42
East Midlands,DE14 2,2000,38000,251
East Midlands,DE14 3,2000,60000,502
East Midlands,DE15 0,2000,85000,166
East Midlands,DE15 9,2000,64000,301
East Midlands,DE21 2,2000,69000,375
East Midlands,DE21 4,2000,49000,232
East Midlands,DE21 5,2000,116000,59
East Midlands,DE21 6,2000,44000,283
East Midlands,DE21 7,2000,59000,195
East Midlands,DE22 1,2000,97000,121
East Midlands,DE22 2,2000,90000,254
East Midlands,DE22 3,2000,40000,363
East Midlands,DE22 4,2000,48000,97
East Midlands,DE22 5,2000,223000,11
East Midlands,DE23 1,2000,63000,162
East Midlands,DE23 2,2000,62000,41
East Midlands,DE23 3,2000,113000,270
East Midlands,DE23 4,2000,106000,59
East Midlands,DE23 6,2000,56000,360
East Midlands,DE23 8,2000,26000,306
East Midlands,DE24 0,2000,46000,322
East Midlands,DE24 3,2000,56000,198
East Midlands,DE24 5,2000,83000,48
East Midlands,DE24 8,2000,30000,263
East Midlands,DE24 9,2000,46000,174
East Midlands,DE3 0,2000,105000,267
East Midlands,DE3 9,2000,85000,143
East Midlands,DE4 2,2000,102000,164
East Midlands,DE4 3,2000,83000,226
East Midlands,DE4 4,2000,94000,142
East Midlands,DE4 5,2000,108000,109
East Midlands,DE45 1,2000,140000,166
East Midlands,DE5 3,2000,55000,246
East Midlands,DE5 8,2000,73000,75
East Midlands,DE5 9,2000,51000,88
East Midlands,DE55 1,2000,55000,136
East Midlands,DE55 2,2000,52000,152
East Midlands,DE55 3,2000,60000,118
East Midlands,DE55 4,2000,43000,160
East Midlands,DE55 5,2000,58000,197
East Midlands,DE55 6,2000,65000,103
East Midlands,DE55 7,2000,46000,137
East Midlands,DE56 0,2000,67000,308
East Midlands,DE56 1,2000,64000,352
East Midlands,DE56 2,2000,103000,133
