region,postcode_sector,year,avg_price,volume
East England,PE1 1,2003,110000,13
East England,PE1 2,2003,95000,241
East England,PE1 3,2003,103000,319
East England,PE1 4,2003,109000,302
East England,PE1 5,2003,88000,240
East England,PE10 0,2003,160000,253
East England,PE10 9,2003,129000,390
East England,PE11 1,2003,110000,204
East England,PE11 2,2003,102000,371
East England,PE11 3,2003,131000,406
East England,PE11 4,2003,133000,222
East England,PE12 0,2003,155000,163
East England,PE12 6,2003,146000,276
East England,PE12 7,2003,105000,228
East England,PE12 8,2003,128000,127
East England,PE12 9,2003,104000,284
East England,PE13 1,2003,113000,110
East England,PE13 2,2003,101000,217
East England,PE13 3,2003,83000,294
East England,PE13 4,2003,141000,141
East England,PE13 5,2003,127000,147
East England,PE14 0,2003,118000,136
East England,PE14 7,2003,143000,116
East England,PE14 8,2003,140000,126
East England,PE14 9,2003,129000,90
East England,PE15 0,2003,144000,329
East England,PE15 8,2003,107000,339
East England,PE15 9,2003,132000,271
East England,PE16 6,2003,119000,373
East England,PE18 0,2003,590000,1
East England,PE19 1,2003,137000,177
East England,PE19 2,2003,139000,338
East England,PE19 5,2003,193000,150
East England,PE19 6,2003,230000,112
East England,PE19 7,2003,172000,101
East England,PE19 8,2003,140000,199
East England,PE2 5,2003,85000,426
East England,PE2 6,2003,151000,81
East England,PE2 7,2003,169000,105
East England,PE2 8,2003,112000,296
East England,PE2 9,2003,118000,353
East England,PE20 1,2003,131000,126
East England,PE20 2,2003,141000,109
East England,PE20 3,2003,117000,116
East England,PE21 0,2003,95000,326
East England,PE21 6,2003,83000,106
East England,PE21 7,2003,119000,195
East England,PE21 8,2003,73000,334
East England,PE21 9,2003,114000,202
East England,PE22 0,2003,136000,91
East England,PE22 7,2003,144000,75
East England,PE22 8,2003,120000,65
East England,PE22 9,2003,132000,73
East England,PE23 4,2003,179000,57
East England,PE23 5,2003,115000,155
East England,PE24 4,2003,113000,97
East England,PE24 5,2003,98000,247
East England,PE25 1,2003,106000,136
East England,PE25 2,2003,99000,212
East England,PE25 3,2003,123000,152
East England,PE26 1,2003,127000,148
East England,PE26 2,2003,154000,193
East England,PE27 3,2003,122000,264
East England,PE27 4,2003,175000,57
East England,PE27 5,2003,180000,118
East England,PE27 6,2003,146000,125
East England,PE28 0,2003,229000,118
East England,PE28 2,2003,161000,188
East England,PE28 3,2003,180000,193
East England,PE28 4,2003,191000,186
East England,PE28 5,2003,172000,177
East England,PE28 9,2003,252000,157
East England,PE29 1,2003,135000,301
East England,PE29 2,2003,150000,210
East England,PE29 3,2003,105000,92
East England,PE29 6,2003,166000,149
East England,PE29 7,2003,104000,88
East England,PE3 6,2003,155000,134
East England,PE3 7,2003,70000,122
East England,PE3 8,2003,82000,184
East England,PE3 9,2003,117000,172
East England,PE30 1,2003,93000,63
East England,PE30 2,2003,76000,125
East England,PE30 3,2003,134000,285
East England,PE30 4,2003,85000,243
East England,PE30 5,2003,83000,174
East England,PE31 6,2003,163000,192
East England,PE31 7,2003,141000,195
East England,PE31 8,2003,235000,133
East England,PE32 1,2003,147000,153
East England,PE32 2,2003,176000,89
East England,PE33 0,2003,132000,149
East England,PE33 9,2003,146000,109
East England,PE34 3,2003,128000,99
East England,PE34 4,2003,127000,148
East England,PE36 5,2003,142000,150
East England,PE36 6,2003,183000,110
East England,PE37 7,2003,131000,169
East England,PE37 8,2003,157000,72
East England,PE38 0,2003,147000,103
East England,PE38 9,2003,141000,284
East England,PE4 5,2003,107000,208
East England,PE4 6,2003,109000,220
East England,PE4 7,2003,96000,232
East England,PE5 7,2003,262000,20
East England,PE6 0,2003,140000,180
East England,PE6 7,2003,152000,176
East England,PE6 8,2003,138000,359
East England,PE6 9,2003,171000,173
East England,PE7 1,2003,119000,341
East England,PE7 2,2003,127000,93
East England,PE7 3,2003,145000,455
East England,PE7 8,2003,161000,421
East England,PE8 4,2003,195000,108
East England,PE8 5,2003,284000,67
East England,PE8 6,2003,206000,196
East England,PE9 1,2003,116000,272
East England,PE9 2,2003,177000,314
East England,PE9 3,2003,223000,115
East England,PE9 4,2003,187000,130
East Midlands,DE1 1,2003,92000,76
East Midlands,DE1 2,2003,95000,26
East Midlands,DE1 3,2003,113000,150
East Midlands,DE11 0,2003,98000,345
East Midlands,DE11 7,2003,119000,219
East Midlands,DE11 8,2003,115000,170
East Midlands,DE11 9,2003,96000,348
East Midlands,DE12 6,2003,125000,193
East Midlands,DE12 7,2003,132000,203
East Midlands,DE12 8,2003,171000,44
East Midlands,DE13 0,2003,118000,427
East Midlands,DE13 7,2003,244000,71
East Midlands,DE13 8,2003,216000,108
East Midlands,DE13 9,2003,156000,185
East Midlands,DE14 1,2003,110000,141
East Midlands,DE14 2,2003,69000,272
East Midlands,DE14 3,2003,86000,384
East Midlands,DE15 0,2003,145000,157
East Midlands,DE15 9,2003,113000,289
East Midlands,DE21 2,2003,123000,302
East Midlands,DE21 4,2003,87000,225
East Midlands,DE21 5,2003,180000,55
East Midlands,DE21 6,2003,74000,303
East Midlands,DE21 7,2003,104000,250
East Midlands,DE22 1,2003,170000,170
East Midlands,DE22 2,2003,180000,258
East Midlands,DE22 3,2003,80000,546
East Midlands,DE22 4,2003,90000,127
East Midlands,DE22 5,2003,319000,14
East Midlands,DE23 1,2003,109000,183
East Midlands,DE23 2,2003,102000,49
East Midlands,DE23 3,2003,181000,152
East Midlands,DE23 4,2003,197000,44
East Midlands,DE23 6,2003,97000,372
East Midlands,DE23 8,2003,56000,390
East Midlands,DE24 0,2003,85000,348
