region,postcode_sector,year,avg_price,volume
East England,PE1 1,2009,127000,13
East England,PE1 2,2009,104000,65
East England,PE1 3,2009,127000,130
East England,PE1 4,2009,124000,124
East England,PE1 5,2009,111000,69
East England,PE10 0,2009,169000,167
East England,PE10 9,2009,160000,163
East England,PE11 1,2009,134000,176
East England,PE11 2,2009,124000,157
East England,PE11 3,2009,150000,198
East England,PE11 4,2009,152000,72
East England,PE12 0,2009,171000,66
East England,PE12 6,2009,163000,118
East England,PE12 7,2009,119000,102
East England,PE12 8,2009,149000,68
East England,PE12 9,2009,123000,151
East England,PE13 1,2009,152000,32
East England,PE13 2,2009,120000,88
East England,PE13 3,2009,114000,86
East England,PE13 4,2009,160000,94
East England,PE13 5,2009,168000,73
East England,PE14 0,2009,145000,68
East England,PE14 7,2009,189000,63
East England,PE14 8,2009,152000,74
East England,PE14 9,2009,170000,72
East England,PE15 0,2009,158000,110
East England,PE15 8,2009,128000,191
East England,PE15 9,2009,144000,128
East England,PE16 6,2009,144000,156
East England,PE19 1,2009,160000,101
East England,PE19 2,2009,151000,141
East England,PE19 5,2009,274000,80
East England,PE19 6,2009,206000,169
East England,PE19 7,2009,213000,94
East England,PE19 8,2009,169000,99
East England,PE2 5,2009,123000,144
East England,PE2 6,2009,174000,56
East England,PE2 7,2009,230000,27
East England,PE2 8,2009,129000,137
East England,PE2 9,2009,140000,124
East England,PE20 1,2009,131000,79
East England,PE20 2,2009,158000,40
East England,PE20 3,2009,148000,54
East England,PE21 0,2009,124000,115
East England,PE21 6,2009,86000,31
East England,PE21 7,2009,135000,134
East England,PE21 8,2009,93000,130
East England,PE21 9,2009,133000,104
East England,PE22 0,2009,146000,66
East England,PE22 7,2009,154000,38
East England,PE22 8,2009,155000,47
East England,PE22 9,2009,153000,39
East England,PE23 4,2009,152000,17
East England,PE23 5,2009,140000,62
East England,PE24 4,2009,141000,28
East England,PE24 5,2009,128000,127
East England,PE25 1,2009,128000,113
East England,PE25 2,2009,111000,104
East England,PE25 3,2009,153000,76
East England,PE26 1,2009,162000,75
East England,PE26 2,2009,173000,57
East England,PE27 3,2009,169000,120
East England,PE27 4,2009,221000,36
East England,PE27 5,2009,185000,103
East England,PE27 6,2009,175000,53
East England,PE28 0,2009,267000,62
East England,PE28 2,2009,226000,116
East England,PE28 3,2009,214000,118
East England,PE28 4,2009,213000,109
East England,PE28 5,2009,219000,79
East England,PE28 9,2009,284000,106
East England,PE29 1,2009,168000,141
East England,PE29 2,2009,200000,144
East England,PE29 3,2009,136000,38
East England,PE29 6,2009,172000,129
East England,PE29 7,2009,115000,42
East England,PE3 6,2009,183000,60
East England,PE3 7,2009,91000,25
East England,PE3 8,2009,120000,51
East England,PE3 9,2009,154000,93
East England,PE30 1,2009,123000,41
East England,PE30 2,2009,97000,69
East England,PE30 3,2009,165000,170
East England,PE30 4,2009,119000,146
East England,PE30 5,2009,102000,84
East England,PE31 6,2009,191000,107
East England,PE31 7,2009,174000,149
East England,PE31 8,2009,325000,114
East England,PE32 1,2009,180000,105
East England,PE32 2,2009,220000,90
East England,PE33 0,2009,169000,94
East England,PE33 9,2009,164000,56
East England,PE34 3,2009,180000,59
East England,PE34 4,2009,154000,100
East England,PE36 5,2009,169000,93
East England,PE36 6,2009,277000,81
East England,PE37 7,2009,142000,97
East England,PE37 8,2009,198000,41
East England,PE38 0,2009,194000,69
East England,PE38 9,2009,154000,172
East England,PE4 5,2009,141000,70
East England,PE4 6,2009,128000,108
East England,PE4 7,2009,136000,99
